Strike,ContractID_Call,LastTrTime_Call,LastPr_Call,Bid_Call,Ask_Call,PrChg_Call,PrChgPct_Call,Vol_Call,OI_Call,ImplVol_Call,ContractID_Put,LastTrTime_Put,LastPr_Put,Bid_Put,Ask_Put,PrChg_Put,PrChgPct_Put,Vol_Put,OI_Put,ImplVol_Put
5490,SPXW241010C05490000,2024-09-13,198.47,0,0,0,0.00%,1,0,0.00%,SPXW241010P05490000,2024-09-24,10.83,9.5,10.2,-1.77,-14.05%,4,27,16.22%
5500,SPXW241010C05500000,2024-09-19,246.53,246.7,263.7,0,0.00%,4,114,22.80%,SPXW241010P05500000,2024-09-24,11.48,10.3,10.7,-3.36,-22.64%,5,232,15.94%
5510,SPXW241010C05510000,2024-09-24,228.72,241.9,247.9,20.77,9.99%,1,3,20.44%,SPXW241010P05510000,2024-09-24,11.81,10.8,11.4,-6.95,-37.05%,2,20,15.72%
5520,SPXW241010C05520000,2024-09-23,225.14,232.7,238.6,0,0.00%,1,13,20.07%,SPXW241010P05520000,2024-09-20,16.78,11.4,12.1,-5.63,-25.12%,1,14,15.49%
5525,SPXW241010C05525000,2024-09-16,168.74,228.6,234.2,0,0.00%,1,6,19.95%,SPXW241010P05525000,2024-09-20,23.2,11.8,12.5,0,0.00%,1,9,15.38%
5530,SPXW241010C05530000,2024-09-11,63.63,223.5,229.6,0,0.00%,70,35,19.76%,SPXW241010P05530000,2024-09-20,23.2,12.2,12.9,0,0.00%,1,22,15.27%
5540,SPXW241010C05540000,2024-09-23,201.79,214.3,220.4,0,0.00%,40,42,19.39%,SPXW241010P05540000,2024-09-24,14.23,13,13.7,-4.54,-24.19%,24,37,15.03%
5550,SPXW241010C05550000,2024-09-24,197.84,205.8,211.3,4.68,2.42%,2,352,19.03%,SPXW241010P05550000,2024-09-24,14.8,13.8,14.5,-5.3,-26.37%,18,388,14.77%
5560,SPXW241010C05560000,2024-09-23,184.69,196.3,202.1,0,0.00%,3,112,18.62%,SPXW241010P05560000,2024-09-23,18.42,14.8,15.5,-0.5,-2.64%,3,22,14.56%
5565,SPXW241010C05565000,2024-09-24,191.7,191.8,197.6,17.2,9.86%,1,8,18.45%,SPXW241010P05565000,2024-09-24,17.44,15.3,16,-11.36,-39.44%,12,65,14.44%
5570,SPXW241010C05570000,2024-09-23,175.23,187.3,193.1,0,0.00%,24,45,18.26%,SPXW241010P05570000,2024-09-24,19.16,15.8,16.5,-9.51,-33.17%,14,18,14.32%
5575,SPXW241010C05575000,2024-09-17,146.2,182.9,188.8,0,0.00%,1,290,18.13%,SPXW241010P05575000,2024-09-20,31.27,16.3,17,0,0.00%,1,8,14.19%
5580,SPXW241010C05580000,2024-09-23,168.06,178.5,184.4,0,0.00%,25,28,17.96%,SPXW241010P05580000,2024-09-24,20.41,16.8,17.6,-10.12,-33.15%,14,88,14.09%
5585,SPXW241010C05585000,2024-09-17,140.84,174.1,179.8,0,0.00%,NA,7,17.74%,SPXW241010P05585000,2024-09-23,23.05,17.4,18.2,0,0.00%,1,69,13.97%
5590,SPXW241010C05590000,2024-09-16,110.39,169.7,175.4,0,0.00%,2,131,17.56%,SPXW241010P05590000,2024-09-23,24.9,18,18.8,0,0.00%,50,55,13.86%
5600,SPXW241010C05600000,2024-09-20,133.31,161.1,166.6,0,0.00%,1,175,17.20%,SPXW241010P05600000,2024-09-24,20.3,19.2,20.1,-4.02,-16.53%,45,264,13.63%
5605,SPXW241010C05605000,2024-09-24,149.55,156.7,162.5,19.76,15.22%,24,29,17.08%,SPXW241010P05605000,2024-09-23,27.35,19.9,20.7,0,0.00%,100,41,13.49%
5610,SPXW241010C05610000,2024-09-20,125.64,152.5,158.2,0,0.00%,1,132,16.91%,SPXW241010P05610000,2024-09-24,22,20.6,21.4,-12.9,-36.96%,338,150,13.37%
5615,SPXW241010C05615000,2024-09-19,134.86,148.3,153.9,0,0.00%,7,11,16.73%,SPXW241010P05615000,2024-09-24,23.4,21.3,22.2,-13.18,-36.03%,2,10,13.27%
5620,SPXW241010C05620000,2024-09-23,130.46,144.1,149.4,0,0.00%,2,63,16.50%,SPXW241010P05620000,2024-09-23,26.12,22,22.9,-3.23,-11.01%,1,32,13.13%
5625,SPXW241010C05625000,2024-09-19,143.3,139.9,145.4,0,0.00%,2,20,16.39%,SPXW241010P05625000,2024-09-20,35.1,22.8,23.7,0,0.00%,6,5,13.02%
5630,SPXW241010C05630000,2024-09-19,134.45,135.7,141,0,0.00%,38,520,16.17%,SPXW241010P05630000,2024-09-24,24.85,23.6,24.5,-5.22,-17.36%,6,32,12.89%
5635,SPXW241010C05635000,2024-09-23,123.63,131.6,137.1,0,0.00%,1,16,16.06%,SPXW241010P05635000,2024-09-23,31.15,24.5,25.4,0,0.00%,3,6,12.78%
5640,SPXW241010C05640000,2024-09-23,118.07,127.5,132.7,0,0.00%,3,1,605,15.83%,NA,NA,27.69,25.3,26.2,-11.02,NA,5,53
NA,,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,
5645,SPXW241010C05645000,2024-09-18,79.69,123.4,128.9,0,0.00%,6,3,15.74%,SPXW241010P05645000,2024-09-24,31,26.2,27.2,-35.8,-53.59%,1,39,12.54%
5650,SPXW241010C05650000,2024-09-23,108.84,119.5,124.6,0,0.00%,2,1,822,15.52%,NA,NA,29.3,27.2,28.1,-8.81,NA,11,108
NA,,NA,NA,NA,NA,NA,,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,
5655,SPXW241010C05655000,2024-09-18,79.55,115.5,120.8,0,0.00%,NA,20,15.40%,SPXW241010P05655000,2024-09-20,45.65,28.2,29.1,0,0.00%,1,1,12.28%
5660,SPXW241010C05660000,2024-09-23,99.81,113.2,114.7,0,0.00%,1,74,14.77%,SPXW241010P05660000,2024-09-19,31.83,29.2,30.1,-11.39,-26.35%,3,62,12.15%
5665,SPXW241010C05665000,2024-09-18,66.28,109.3,110.8,0,0.00%,NA,20,14.63%,SPXW241010P05665000,2024-09-18,73.22,30.3,31.2,0,0.00%,NA,1,12.04%
5670,SPXW241010C05670000,2024-09-20,85.63,105.4,107,0,0.00%,1,71,14.49%,SPXW241010P05670000,2024-09-24,33.2,31.4,32.4,-20.4,-38.06%,21,68,11.93%
5675,SPXW241010C05675000,2024-09-20,94.24,101.6,103.1,4.43,4.93%,1,139,14.33%,SPXW241010P05675000,2024-09-24,35,32.6,33.6,-6.94,-16.55%,11,3,11.82%
5680,SPXW241010C05680000,2024-09-20,80.53,97.8,99.4,0,0.00%,2,17,14.20%,SPXW241010P05680000,2024-09-24,39.65,33.8,34.8,-20.35,-33.92%,1,47,11.69%
5685,SPXW241010C05685000,2024-09-20,79.85,94.1,95.6,0,0.00%,14,8,14.04%,SPXW241010P05685000,2024-09-24,37.5,35,36.1,-15.6,-29.38%,1,2,11.57%
5690,SPXW241010C05690000,2024-09-23,81,90.4,92,0,0.00%,72,51,13.91%,SPXW241010P05690000,2024-09-24,39.51,36.3,37.4,-14.12,-26.33%,2,14,11.45%
5700,SPXW241010C05700000,2024-09-24,78.8,83.3,84.8,3.8,5.07%,23,660,13.62%,SPXW241010P05700000,2024-09-24,42.1,39.1,40.2,-11.37,-21.26%,534,382,11.20%
5710,SPXW241010C05710000,2024-09-24,70.7,76.3,77.9,-4.3,-5.73%,14,6,13.36%,SPXW241010P05710000,2024-09-24,46.86,42.1,43.2,-6.94,-12.90%,4,112,10.94%
5720,SPXW241010C05720000,2024-09-24,68.8,69.7,71.2,5.19,8.16%,7,9,13.09%,SPXW241010P05720000,2024-09-24,47.93,45.4,46.5,-7.66,-13.78%,7,35,10.69%
5725,SPXW241010C05725000,2024-09-24,65.57,66.5,68,4.57,7.49%,37,118,12.96%,SPXW241010P05725000,2024-09-24,51.47,47.2,48.3,-8.33,-13.93%,8,8,10.58%
5730,SPXW241010C05730000,2024-09-24,63.17,63.3,64.4,3.32,5.55%,21,43,12.75%,SPXW241010P05730000,2024-09-24,53.37,49,50.1,-11.28,-17.45%,3,3,10.45%
5740,SPXW241010C05740000,2024-09-23,54.6,57.5,58.2,-1.2,-2.15%,320,96,12.48%,SPXW241010P05740000,2024-09-24,61.63,52.9,54,-2.87,-4.45%,2,18,10.20%
5750,SPXW241010C05750000,2024-09-24,51.83,51.5,52.6,5.21,11.18%,44,217,12.29%,SPXW241010P05750000,2024-09-24,64.16,57.1,58.2,-26.79,-29.46%,12,27,9.95%
5900,SPXW241010C05900000,2024-09-24,5.7,5.9,6.3,-0.4,-6.56%,9,112,10.44%,SPXW241010P05900000,2024-09-19,199.85,0,0,0,0.00%,NA,7,0.00%
5950,SPXW241010C05950000,2024-09-24,2.55,2.45,2.8,-0.45,-15.00%,18,127,10.50%,SPXW241010P05950000,2024-09-19,245.56,200.2,216,0,0.00%,NA,7,0.00%
6000,SPXW241010C06000000,2024-09-24,1.3,1.15,1.45,-0.32,-19.75%,15,76,10.98%,SPXW241010P06000000,2024-09-20,287.24,246.2,267.4,0,0.00%,1,1,8.97%
